strain	gisaid_epi_isl	genbank_accession	date	region	iso	country	division	location	region_exposure	country_exposure	division_exposure	length	host	originating_lab	submitting_lab	authors	url	update
USA/NY-PV09123/2020	EPI_ISL_422498	?	2020-03-19	North America	USA	USA-Northeast	New York	Brooklyn	North America	USA	New York	29714	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09125/2020	EPI_ISL_422499	?	2020-03-19	North America	USA	USA-Northeast	New York	Queens	North America	USA	New York	29718	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09130/2020	EPI_ISL_422504	?	2020-03-19	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29694	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09135/2020	EPI_ISL_422507	?	2020-03-20	North America	USA	USA-Northeast	New York	Nassau County	North America	USA	New York	29694	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09138/2020	EPI_ISL_422509	?	2020-03-20	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29722	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09143/2020	EPI_ISL_422514	?	2020-03-20	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29694	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09144/2020	EPI_ISL_422515	?	2020-03-20	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29730	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09151/2020	EPI_ISL_422519	?	2020-03-22	North America	USA	USA-Northeast	New York	Brooklyn	North America	USA	New York	29714	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09152/2020	EPI_ISL_422520	?	2020-03-21	North America	USA	USA-Northeast	New York	Brooklyn	North America	USA	New York	29703	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09164/2020	EPI_ISL_422528	?	2020-03-21	North America	USA	USA-Northeast	New York	Brooklyn	North America	USA	New York	29712	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09168/2020	EPI_ISL_422530	?	2020-03-22	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29694	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09169/2020	EPI_ISL_422531	?	2020-03-19	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29723	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09170/2020	EPI_ISL_422532	?	2020-03-19	North America	USA	USA-Northeast	New York	Brooklyn	North America	USA	New York	29723	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09171/2020	EPI_ISL_422533	?	2020-03-19	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29724	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09172/2020	EPI_ISL_422534	?	2020-03-19	North America	USA	USA-Northeast	New York	Queens	North America	USA	New York	29694	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09181/2020	EPI_ISL_422540	?	2020-03-19	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29768	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09188/2020	EPI_ISL_422545	?	2020-03-20	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29695	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09190/2020	EPI_ISL_422547	?	2020-03-20	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29713	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09195/2020	EPI_ISL_422551	?	2020-03-20	North America	USA	USA-Northeast	New York	Bronx	North America	USA	New York	29724	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09199/2020	EPI_ISL_422554	?	2020-03-21	North America	USA	USA-Northeast	New York	Brooklyn	North America	USA	New York	29703	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09301/2020	EPI_ISL_422556	?	2020-03-21	North America	USA	USA-Northeast	New York	Brooklyn	North America	USA	New York	29694	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09303/2020	EPI_ISL_422557	?	2020-03-21	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29714	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09304/2020	EPI_ISL_422558	?	2020-03-21	North America	USA	USA-Northeast	New York	Brooklyn	North America	USA	New York	29723	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09307/2020	EPI_ISL_422560	?	2020-03-22	North America	USA	USA-Northeast	New York	?	North America	USA	New York	29694	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-Wadsworth-10495-01/2020	EPI_ISL_425224	?	2020-03-03	North America	USA	USA-Northeast	New York	?	North America	USA	New York	29822	Human	Wadsworth Center, New York State Department of Health	Wadsworth Center, New York State Department of Health	Kirsten St. George et al	https://www.gisaid.org	?
USA/NY-Wadsworth-10496-01/2020	EPI_ISL_426025	?	2020-03-03	North America	USA	USA-Northeast	New York	?	North America	USA	New York	29822	Human	Wadsworth Center, New York State Department.of Health	Wadsworth Center, New York State Department.of Health	Kirsten St. George et al	https://www.gisaid.org	?
USA/NY-Wadsworth-10704-01/2020	EPI_ISL_426031	?	2020-03-04	North America	USA	USA-Northeast	New York	?	North America	USA	New York	29822	Human	Wadsworth Center, New York State Department.of Health	Wadsworth Center, New York State Department.of Health	Kirsten St. George et al	https://www.gisaid.org	?
USA/NY-Wadsworth-10999-01/2020	EPI_ISL_426037	?	2020-03-05	North America	USA	USA-Northeast	New York	?	North America	USA	New York	29822	Human	Wadsworth Center, New York State Department.of Health	Wadsworth Center, New York State Department.of Health	Kirsten St. George et al	https://www.gisaid.org	?
USA/NY-Wadsworth-11017-01/2020	EPI_ISL_426040	?	2020-03-05	North America	USA	USA-Northeast	New York	?	North America	USA	New York	29822	Human	Wadsworth Center, New York State Department.of Health	Wadsworth Center, New York State Department.of Health	Kirsten St. George et al	https://www.gisaid.org	?
USA/NY-Wadsworth-11191-01/2020	EPI_ISL_426325	?	2020-03-06	North America	USA	USA-Northeast	New York	Westchester County	North America	USA	New York	29782	Human	Wadsworth Center, New York State Department.of Health	Wadsworth Center, New York State Department.of Health	Kirsten St. George et al	https://www.gisaid.org	?
USA/NY-Wadsworth-11291-01/2020	EPI_ISL_426044	?	2020-03-06	North America	USA	USA-Northeast	New York	?	North America	USA	New York	29822	Human	Wadsworth Center, New York State Department.of Health	Wadsworth Center, New York State Department.of Health	Kirsten St. George et al	https://www.gisaid.org	?
USA/NY-Wadsworth-11380-01/2020	EPI_ISL_426049	?	2020-03-06	North America	USA	USA-Northeast	New York	?	North America	USA	New York	29822	Human	Wadsworth Center, New York State Department.of Health	Wadsworth Center, New York State Department.of Health	Kirsten St. George et al	https://www.gisaid.org	?
USA/NY-Wadsworth-12883-02/2020	EPI_ISL_426293	?	2020-03-10	North America	USA	USA-Northeast	New York	Nassau County	North America	USA	New York	29822	Human	Wadsworth Center, New York State Department.of Health	Wadsworth Center, New York State Department.of Health	Kirsten St. George et al	https://www.gisaid.org	?
USA/NY-Wadsworth-13468-02/2020	EPI_ISL_426294	?	2020-03-11	North America	USA	USA-Northeast	New York	Suffolk County	North America	USA	New York	29822	Human	Wadsworth Center, New York State Department.of Health	Wadsworth Center, New York State Department.of Health	Kirsten St. George et al	https://www.gisaid.org	?
USA/NY-Wadsworth-16004-01/2020	EPI_ISL_426306	?	2020-03-15	North America	USA	USA-Northeast	New York	Richmond County	North America	USA	New York	29822	Human	Wadsworth Center, New York State Department.of Health	Wadsworth Center, New York State Department.of Health	Kirsten St. George et al	https://www.gisaid.org	?
USA/NY-Wadsworth-16480-01/2020	EPI_ISL_426317	?	2020-03-15	North America	USA	USA-Northeast	New York	New York City	North America	USA	New York	29822	Human	Wadsworth Center, New York State Department.of Health	Wadsworth Center, New York State Department.of Health	Kirsten St. George et al	https://www.gisaid.org	?
USA/NY-Wadsworth-16766-01/2020	EPI_ISL_426323	?	2020-03-16	North America	USA	USA-Northeast	New York	Dutchess County	North America	USA	New York	29822	Human	Wadsworth Center, New York State Department.of Health	Wadsworth Center, New York State Department.of Health	Kirsten St. George et al	https://www.gisaid.org	?
USA/NY-Wadsworth-16833-01/2020	EPI_ISL_426316	?	2020-03-15	North America	USA	USA-Northeast	New York	Rockland County	North America	USA	New York	29822	Human	Wadsworth Center, New York State Department.of Health	Wadsworth Center, New York State Department.of Health	Kirsten St. George et al	https://www.gisaid.org	?
USA/NY-Wadsworth-22874-01/2020	EPI_ISL_426315	?	2020-03-19	North America	USA	USA-Northeast	New York	Onondaga County	North America	USA	New York	29822	Human	Wadsworth Center, New York State Department.of Health	Wadsworth Center, New York State Department.of Health	Kirsten St. George et al	https://www.gisaid.org	?
USA/NY-Wadsworth-25860-01/2020	EPI_ISL_426320	?	2020-03-20	North America	USA	USA-Northeast	New York	Broome County	North America	USA	New York	29822	Human	Wadsworth Center, New York State Department.of Health	Wadsworth Center, New York State Department.of Health	Kirsten St. George et al	https://www.gisaid.org	?
USA/NY-Wadsworth-26856-01/2020	EPI_ISL_426302	?	2020-03-21	North America	USA	USA-Northeast	New York	Putnam County	North America	USA	New York	29822	Human	Wadsworth Center, New York State Department.of Health	Wadsworth Center, New York State Department.of Health	Kirsten St. George et al	https://www.gisaid.org	?
USA/NY-Wadsworth-27162-01/2020	EPI_ISL_426304	?	2020-03-23	North America	USA	USA-Northeast	New York	Jefferson County	North America	USA	New York	29822	Human	Wadsworth Center, New York State Department.of Health	Wadsworth Center, New York State Department.of Health	Kirsten St. George et al	https://www.gisaid.org	?
USA/NY-Wadsworth-30878-01/2020	EPI_ISL_426312	?	2020-03-27	North America	USA	USA-Northeast	New York	Suffolk County	North America	USA	New York	29822	Human	Wadsworth Center, New York State Department.of Health	Wadsworth Center, New York State Department.of Health	Kirsten St. George et al	https://www.gisaid.org	?
USA/NY-Wadsworth-31302-01/2020	EPI_ISL_426301	?	2020-03-27	North America	USA	USA-Northeast	New York	Ulster County	North America	USA	New York	29822	Human	Wadsworth Center, New York State Department.of Health	Wadsworth Center, New York State Department.of Health	Kirsten St. George et al	https://www.gisaid.org	?
USA/NY-Wadsworth-31488-01/2020	EPI_ISL_426298	?	2020-03-27	North America	USA	USA-Northeast	New York	Franklin County	North America	USA	New York	29822	Human	Wadsworth Center, New York State Department.of Health	Wadsworth Center, New York State Department.of Health	Kirsten St. George et al	https://www.gisaid.org	?
USA/NY-Wadsworth-31617-01/2020	EPI_ISL_426321	?	2020-03-27	North America	USA	USA-Northeast	New York	Chenango County	North America	USA	New York	29822	Human	Wadsworth Center, New York State Department.of Health	Wadsworth Center, New York State Department.of Health	Kirsten St. George et al	https://www.gisaid.org	?
USA/NY_2929/2020	EPI_ISL_420793	?	2020-03-02	North America	USA	USA-Northeast	New York	?	North America	USA	New York	29882	Human	NYC Department of Health and Mental Hygiene	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Queen et al	https://www.gisaid.org	?
USA/OR-UW-1849/2020	EPI_ISL_424286	?	2020-03-20	North America	USA	USA-West	Oregon	?	North America	USA	Oregon	29801	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/OR-UW-4388/2020	EPI_ISL_426076	?	2020-03-29	North America	USA	USA-West	Oregon	?	North America	USA	Oregon	29868	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/PA_2734/2020	EPI_ISL_426432	?	2020-03-07	North America	USA	USA-Northeast	Pennsylvania	?	North America	USA	Pennsylvania	29876	Human	PA Department of Health, Bureau of Laboratories	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Queen et al	https://www.gisaid.org	?
USA/TX_2817/2020	EPI_ISL_420797	?	2020-03-01	North America	USA	USA-South	Texas	?	North America	USA	Texas	29882	Human	Texas DSHS Lab Services	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Queen et al	https://www.gisaid.org	?
USA/TX_2967/2020	EPI_ISL_420798	?	2020-03-01	North America	USA	USA-South	Texas	?	North America	USA	Texas	29882	Human	Texas DSHS Lab Services	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Queen et al	https://www.gisaid.org	?
USA/UT-00023/2020	EPI_ISL_418965	?	2020-03-11	North America	USA	USA-West	Utah	?	North America	USA	Utah	29902	Human	Utah Public Health Laboratory	Utah Public Health Laboratory	Young et al	https://www.gisaid.org	?
USA/UT-00025/2020	EPI_ISL_418967	?	2020-03-11	North America	USA	USA-West	Utah	?	North America	USA	Utah	29903	Human	Utah Public Health Laboratory	Utah Public Health Laboratory	Young et al	https://www.gisaid.org	?
USA/UT-00027/2020	EPI_ISL_417970	?	2020-03-16	North America	USA	USA-West	Utah	?	North America	USA	Utah	29864	Human	Utah Public Health Laboratory	Utah Public Health Laboratory	Young et al	https://www.gisaid.org	?
USA/UT-00055/2020	EPI_ISL_421561	?	2020-03-17	North America	USA	USA-West	Utah	?	North America	USA	Utah	29901	Human	Utah Public Health Laboratory	Utah Public Health Laboratory	Young et al	https://www.gisaid.org	?
USA/UT-00284/2020	EPI_ISL_420806	?	2020-03-14	North America	USA	USA-West	Utah	?	North America	USA	Utah	29879	Human	Utah Public Health Laboratory	Utah Public Health Laboratory	Young et al	https://www.gisaid.org	?
USA/UT-00287/2020	EPI_ISL_420807	?	2020-03-23	North America	USA	USA-West	Utah	?	North America	USA	Utah	29875	Human	Utah Public Health Laboratory	Utah Public Health Laboratory	Young et al	https://www.gisaid.org	?
USA/UT-00345/2020	EPI_ISL_420818	?	2020-03-25	North America	USA	USA-West	Utah	?	North America	USA	Utah	29873	Human	Utah Public Health Laboratory	Utah Public Health Laboratory	Young et al	https://www.gisaid.org	?
USA/UT-00346/2020	EPI_ISL_420819	?	2020-03-26	North America	USA	USA-West	Utah	?	North America	USA	Utah	29873	Human	Utah Public Health Laboratory	Utah Public Health Laboratory	Young et al	https://www.gisaid.org	?
USA/UT-00349/2020	EPI_ISL_420822	?	2020-03-25	North America	USA	USA-West	Utah	?	North America	USA	Utah	29903	Human	Utah Public Health Laboratory	Utah Public Health Laboratory	Young et al	https://www.gisaid.org	?
USA/UT-00350/2020	EPI_ISL_420823	?	2020-03-27	North America	USA	USA-West	Utah	?	North America	USA	Utah	29872	Human	Utah Public Health Laboratory	Utah Public Health Laboratory	Young et al	https://www.gisaid.org	?
USA/VA-DCLS-0001/2020	EPI_ISL_418864	?	2020-03-17	North America	USA	USA-South	Virginia	?	North America	USA	Virginia	29865	Human	VA DCLS	VA DCLS	DCLS et al	https://www.gisaid.org	?
USA/VA-DCLS-0009/2020	EPI_ISL_419261	?	2020-03-09	North America	USA	USA-South	Virginia	?	North America	USA	Virginia	29898	Human	Division of Consolidated Laboratory Services	Division of Consolidated Laboratory Services	Division of Consolidated Laboratory Services et al	https://www.gisaid.org	?
USA/VA-DCLS-0012/2020	EPI_ISL_419706	?	2020-03-10	North America	USA	USA-South	Virginia	?	North America	USA	Virginia	29902	Human	Division of Consolidated Laboratory Services	Division of Consolidated Laboratory Services	Division of Consolidated Laboratory Services et al	https://www.gisaid.org	?
USA/VA-DCLS-0018/2020	EPI_ISL_420028	?	2020-03-11	North America	USA	USA-South	Virginia	?	North America	USA	Virginia	29867	Human	Division of Consolidated Laboratories Services	Division of Consolidated Laboratories Services	Division of Consolidated Laboratories et al	https://www.gisaid.org	?
USA/VA-DCLS-0019/2020	EPI_ISL_420029	?	2020-03-11	North America	USA	USA-South	Virginia	?	North America	USA	Virginia	29900	Human	Division of Consolidated Laboratories	Division of Consolidated Laboratories	Division of Consolidated Laboratories et al	https://www.gisaid.org	?
USA/VA-DCLS-0020/2020	EPI_ISL_419712	?	2020-03-10	North America	USA	USA-South	Virginia	?	North America	USA	Virginia	29891	Human	Division of Consolidated Laboratory Services	Division of Consolidated Laboratory Services	Division of Consolidated Laboratory Services et al	https://www.gisaid.org	?
USA/VA-DCLS-0051/2020	EPI_ISL_426459	?	2020-03-28	North America	USA	USA-South	Virginia	?	North America	USA	Virginia	29857	Human	Division of Consolidated Laboratories	Division of Consolidated Laboratories	Division of Consolidated Laboratories et al	https://www.gisaid.org	?
USA/VA-DCLS-0052/2020	EPI_ISL_426460	?	2020-03-28	North America	USA	USA-South	Virginia	?	North America	USA	Virginia	29865	Human	Division of Consolidated Laboratories	Division of Consolidated Laboratories	Division of Consolidated Laboratories et al	https://www.gisaid.org	?
USA/VA-DCLS-0056/2020	EPI_ISL_426464	?	2020-04-01	North America	USA	USA-South	Virginia	?	North America	USA	Virginia	29851	Human	Division of Consolidated Laboratories	Division of Consolidated Laboratories	Division of Consolidated Laboratories et al	https://www.gisaid.org	?
USA/VA-DCLS-0063/2020	EPI_ISL_426470	?	2020-03-31	North America	USA	USA-South	Virginia	?	North America	USA	Virginia	29894	Human	Division of Consolidated Laboratories	Division of Consolidated Laboratories	Division of Consolidated Laboratories et al	https://www.gisaid.org	?
USA/VA-DCLS-0064/2020	EPI_ISL_426471	?	2020-04-02	North America	USA	USA-South	Virginia	?	North America	USA	Virginia	29899	Human	Division of Consolidated Laboratories	Division of Consolidated Laboratories	Division of Consolidated Laboratories et al	https://www.gisaid.org	?
USA/VA-DCLS-0065/2020	EPI_ISL_426472	?	2020-04-03	North America	USA	USA-South	Virginia	?	North America	USA	Virginia	29902	Human	Division of Consolidated Laboratories	Division of Consolidated Laboratories	Division of Consolidated Laboratories et al	https://www.gisaid.org	?
USA/VA-DCLS-0066/2020	EPI_ISL_426473	?	2020-04-03	North America	USA	USA-South	Virginia	?	North America	USA	Virginia	29858	Human	Division of Consolidated Laboratories	Division of Consolidated Laboratories	Division of Consolidated Laboratories et al	https://www.gisaid.org	?
USA/VA-DCLS-0067/2020	EPI_ISL_426474	?	2020-04-03	North America	USA	USA-South	Virginia	?	North America	USA	Virginia	29835	Human	Division of Consolidated Laboratories	Division of Consolidated Laboratories	Division of Consolidated Laboratories et al	https://www.gisaid.org	?
USA/VA_6352/2020	EPI_ISL_424891	?	2020-03-08	North America	USA	USA-South	Virginia	?	North America	USA	Virginia	29882	Human	VA-Division of Consolidated Laboratory Services	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Li et al	https://www.gisaid.org	?
USA/VA_6377/2020	EPI_ISL_424892	?	2020-03-08	North America	USA	USA-South	Virginia	?	North America	USA	Virginia	29882	Human	VA-Division of Consolidated Laboratory Services	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Li et al	https://www.gisaid.org	?
USA/WA-NH5/2020	EPI_ISL_418774	?	2020-03-13	North America	USA	USA-West	Washington	?	North America	USA	Washington	29882	Human	WA State Department of Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Zhang et al	https://www.gisaid.org	?
USA/WA-S109/2020	EPI_ISL_417162	?	2020-03-01	North America	USA	USA-West	Washington	Snohomish County	North America	USA	Washington	29903	Human	Washington State Department of Health	Seattle Flu Study	Chu etl al et al	https://www.gisaid.org	?
USA/WA-S116/2020	EPI_ISL_417169	?	2020-03-02	North America	USA	USA-West	Washington	?	North America	USA	Washington	29903	Human	Washington State Department of Health	Seattle Flu Study	Chu etl al et al	https://www.gisaid.org	?
USA/WA-S119/2020	EPI_ISL_417172	?	2020-02-29	North America	USA	USA-West	Washington	King County	North America	USA	Washington	29903	Human	Washington State Department of Health	Seattle Flu Study	Chu etl al et al	https://www.gisaid.org	?
USA/WA-S121/2020	EPI_ISL_417174	?	2020-03-01	North America	USA	USA-West	Washington	King County	North America	USA	Washington	29903	Human	Washington State Department of Health	Seattle Flu Study	Chu etl al et al	https://www.gisaid.org	?
USA/WA-S36/2020	EPI_ISL_417089	?	2020-03-02	North America	USA	USA-West	Washington	?	North America	USA	Washington	29903	Human	Washington State Department of Health	Seattle Flu Study	Chu etl al et al	https://www.gisaid.org	?
USA/WA-S39/2020	EPI_ISL_417092	?	2020-03-04	North America	USA	USA-West	Washington	Snohomish County	North America	USA	Washington	29903	Human	Washington State Department of Health	Seattle Flu Study	Chu etl al et al	https://www.gisaid.org	?
USA/WA-S63/2020	EPI_ISL_417116	?	2020-03-04	North America	USA	USA-West	Washington	King County	North America	USA	Washington	29903	Human	Washington State Department of Health	Seattle Flu Study	Chu etl al et al	https://www.gisaid.org	?
USA/WA-S89/2020	EPI_ISL_417142	?	2020-02-29	North America	USA	USA-West	Washington	Umatilla County	North America	USA	Washington	29903	Human	Washington State Department of Health	Seattle Flu Study	Chu etl al et al	https://www.gisaid.org	?
USA/WA-S90/2020	EPI_ISL_417143	?	2020-02-29	North America	USA	USA-West	Washington	Umatilla County	North America	USA	Washington	29903	Human	Washington State Department of Health	Seattle Flu Study	Chu etl al et al	https://www.gisaid.org	?
USA/WA-UW-1269/2020	EPI_ISL_422970	?	2020-03-17	North America	USA	USA-West	Washington	?	North America	USA	Washington	29839	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WA-UW-1295/2020	EPI_ISL_422990	?	2020-03-18	North America	USA	USA-West	Washington	?	North America	USA	Washington	29640	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WA-UW-1304/2020	EPI_ISL_422964	?	2020-03-16	North America	USA	USA-West	Washington	?	North America	USA	Washington	29890	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WA-UW-1347/2020	EPI_ISL_422992	?	2020-03-17	North America	USA	USA-West	Washington	?	North America	USA	Washington	29869	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WA-UW-1552/2020	EPI_ISL_423015	?	2020-03-19	North America	USA	USA-West	Washington	?	North America	USA	Washington	29842	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WA-UW-1581/2020	EPI_ISL_423004	?	2020-03-19	North America	USA	USA-West	Washington	?	North America	USA	Washington	29671	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WA-UW-1593/2020	EPI_ISL_423002	?	2020-03-19	North America	USA	USA-West	Washington	?	North America	USA	Washington	29672	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WA-UW-1695/2020	EPI_ISL_424219	?	2020-03-20	North America	USA	USA-West	Washington	?	North America	USA	Washington	29787	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WA-UW-1698/2020	EPI_ISL_424204	?	2020-03-20	North America	USA	USA-West	Washington	?	North America	USA	Washington	29895	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WA-UW-1700/2020	EPI_ISL_424222	?	2020-03-20	North America	USA	USA-West	Washington	?	North America	USA	Washington	29777	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WA-UW-1732/2020	EPI_ISL_424236	?	2020-03-21	North America	USA	USA-West	Washington	?	North America	USA	Washington	29654	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WA-UW-1762/2020	EPI_ISL_424245	?	2020-03-21	North America	USA	USA-West	Washington	?	North America	USA	Washington	29776	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WA-UW-1792/2020	EPI_ISL_424253	?	2020-03-21	North America	USA	USA-West	Washington	?	North America	USA	Washington	29851	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WA-UW-1805/2020	EPI_ISL_424264	?	2020-03-22	North America	USA	USA-West	Washington	?	North America	USA	Washington	29873	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WA-UW-1860/2020	EPI_ISL_424289	?	2020-03-23	North America	USA	USA-West	Washington	?	North America	USA	Washington	29746	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WA-UW-1864/2020	EPI_ISL_424281	?	2020-03-23	North America	USA	USA-West	Washington	?	North America	USA	Washington	29747	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WA-UW-1880/2020	EPI_ISL_424311	?	2020-03-24	North America	USA	USA-West	Washington	?	North America	USA	Washington	29892	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WA-UW-1888/2020	EPI_ISL_424310	?	2020-03-23	North America	USA	USA-West	Washington	?	North America	USA	Washington	29691	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WA-UW-2087/2020	EPI_ISL_426083	?	2020-03-25	North America	USA	USA-West	Washington	?	North America	USA	Washington	29898	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WA-UW-2100/2020	EPI_ISL_426086	?	2020-03-25	North America	USA	USA-West	Washington	?	North America	USA	Washington	29617	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WA-UW-2145/2020	EPI_ISL_426099	?	2020-03-25	North America	USA	USA-West	Washington	?	North America	USA	Washington	29875	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
